Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,contrast,COG,Description,Name,KO,KEGG_Pathway,COG_root,abs_log2FoldChange,-log10(pvalue)
g10413,139.903286592225,1.00133192010353,0.197070945633042,5.08107330021175,3.75308251683314e-07,5.64336581202279e-05,Rp_R20_pos_vs_Rp_R10_pos,"2F9C9@1|root,2TAHP@2759|Eukaryota,395G8@33154|Opisthokonta,3Q2JW@4751|Fungi,1GXRG@112252|Fungi incertae sedis",-,-,-,-,,1.00133192010353,6.425611886902843
g10414,241.758709724331,0.638965163532808,0.180999741500562,3.53019931539972,0.0004152467147053,0.0078076397591485,Rp_R20_pos_vs_Rp_R10_pos,"COG5186@1|root,KOG2245@2759|Eukaryota,38D5W@33154|Opisthokonta,3NUH2@4751|Fungi,1GT5H@112252|Fungi incertae sedis",Poly(A) polymerase central domain,PAP1,K14376,"ko03015,map03015",COG5186,0.638965163532808,3.3816937948573114
g10416,7377.59987407343,1.2218012518004,0.398539987548544,3.06569300439792,0.0021716616619915,0.0238189449279795,Rp_R20_pos_vs_Rp_R10_pos,"COG1028@1|root,KOG0725@2759|Eukaryota,39V6R@33154|Opisthokonta,3P0K4@4751|Fungi,1GVA5@112252|Fungi incertae sedis",KR domain,-,K17742,"ko00051,map00051",COG1028,1.2218012518004,2.6632078355177113
g1042,75.4753897008688,2.13061958132863,0.320032204687691,6.65751618156002,2.7849375278847196e-11,1.88159662508985e-08,Rp_R20_pos_vs_Rp_R10_pos,-,-,-,-,-,-,2.13061958132863,10.55518454253666
g10430,20.631834661481,2.06423595792691,0.483578641345808,4.26866652377802,1.96644996274902e-05,0.0009865022820042,Rp_R20_pos_vs_Rp_R10_pos,"2941H@1|root,2RAUT@2759|Eukaryota,3AX97@33154|Opisthokonta,3Q25F@4751|Fungi,1GX1Z@112252|Fungi incertae sedis",-,-,-,-,,2.06423595792691,4.706317099942495
g10436,48.6656887451682,0.632994374739687,0.220436107751086,2.87155485186872,0.0040845788854113,0.0359212708495237,Rp_R20_pos_vs_Rp_R10_pos,"292QI@1|root,2R9M3@2759|Eukaryota,3AW21@33154|Opisthokonta,3Q2QK@4751|Fungi,1GXXK@112252|Fungi incertae sedis",-,-,-,-,,0.632994374739687,2.3888527120004857
g10452,541.586530709258,0.824910358067523,0.18411274985971,4.48046297008809,7.44813017253849e-06,0.0004917464184598,Rp_R20_pos_vs_Rp_R10_pos,"COG0655@1|root,KOG3135@2759|Eukaryota,38HWI@33154|Opisthokonta,3NU10@4751|Fungi,1GWRK@112252|Fungi incertae sedis",Flavodoxin-like fold,-,K03809,"ko00130,ko01110,map00130,map01110",COG0655,0.824910358067523,5.127952741704327
g10542,692.355345082763,1.0607983677613,0.166448844020656,6.37311946503914,1.8522149006842001e-10,9.81325350680727e-08,Rp_R20_pos_vs_Rp_R10_pos,"2CWK8@1|root,2RUS1@2759|Eukaryota,3AXP0@33154|Opisthokonta,3Q1G7@4751|Fungi,1GURB@112252|Fungi incertae sedis",Stress responsive A/B Barrel Domain,-,-,-,,1.0607983677613,9.732308626311296
g10677,4.28135319817004,2.27769743897664,0.773695871640238,2.94391830493798,0.0032408553447842,0.0306814091468619,Rp_R20_pos_vs_Rp_R10_pos,"COG2801@1|root,KOG0017@2759|Eukaryota,3AFVE@33154|Opisthokonta",Integrase core domain,-,-,-,COG2801,2.27769743897664,2.4893403532208067
g10700,270.456340773771,0.63023209131951,0.155365247750489,4.05645471200637,4.98232177454216e-05,0.0018666669140147,Rp_R20_pos_vs_Rp_R10_pos,"2CSAA@1|root,2RB13@2759|Eukaryota,3AXGC@33154|Opisthokonta,3Q2GB@4751|Fungi,1GXKF@112252|Fungi incertae sedis",NUDIX domain,-,-,-,,0.63023209131951,4.3025682277438335
g10714,1589.8822900489,0.688380282574789,0.113735392020293,6.05247206122055,1.42639743444248e-09,6.02326033306553e-07,Rp_R20_pos_vs_Rp_R10_pos,"KOG2689@1|root,KOG2689@2759|Eukaryota,39TES@33154|Opisthokonta,3NZ27@4751|Fungi,1GTR4@112252|Fungi incertae sedis",Domain present in ubiquitin-regulatory proteins,-,-,-,,0.688380282574789,8.845759450965957
g10727,1210.05118169771,0.783747433181471,0.25088638305497,3.12391379571106,0.0017846273318845,0.0207411762557149,Rp_R20_pos_vs_Rp_R10_pos,"KOG3329@1|root,KOG3329@2759|Eukaryota,39WSG@33154|Opisthokonta,3NXUZ@4751|Fungi,3QQFA@4890|Ascomycota,2025B@147541|Dothideomycetes,4KFT6@92860|Pleosporales",Ran-interacting Mog1 protein,-,-,-,,0.783747433181471,2.748452460001977
g10739,276.272142996998,1.12191553052055,0.263875856225021,4.25167935623423,2.12173490429605e-05,0.0010288383917506,Rp_R20_pos_vs_Rp_R10_pos,"28P9Y@1|root,2RX6S@2759|Eukaryota,38WIJ@33154|Opisthokonta,3Q1WA@4751|Fungi,1GWA9@112252|Fungi incertae sedis",Etoposide-induced protein 2.4 (EI24),-,-,-,,1.12191553052055,4.673308879055515
g10744,452.104017565075,0.603286811859586,0.106121858764748,5.68484965191721,1.30927790949925e-08,3.96085879815525e-06,Rp_R20_pos_vs_Rp_R10_pos,"2CX5W@1|root,2RWCZ@2759|Eukaryota,3AWHK@33154|Opisthokonta,3Q1BA@4751|Fungi,1GWZF@112252|Fungi incertae sedis",Tyrosine phosphatase family,-,-,-,,0.603286811859586,7.8829681595976995
g10818,273.832157330759,0.884744812862508,0.236947776784894,3.73392325037806,0.0001885199639641,0.0045007198463943,Rp_R20_pos_vs_Rp_R10_pos,"2E7ZZ@1|root,2SEHU@2759|Eukaryota,3ACVT@33154|Opisthokonta,3P96C@4751|Fungi,1GWKK@112252|Fungi incertae sedis",-,-,-,-,,0.884744812862508,3.724642651928496
g10860,1751.08047307491,0.62891928324888,0.148957960124205,4.22212604633195,2.42008702218168e-05,0.0011486596221641,Rp_R20_pos_vs_Rp_R10_pos,"COG1997@1|root,KOG0402@2759|Eukaryota,3A5SK@33154|Opisthokonta,3P404@4751|Fungi,1GU4G@112252|Fungi incertae sedis",Ribosomal L37ae protein family,RPL43,K02921,"ko03010,map03010",COG1997,0.62891928324888,4.616169017253532
g10913,1743.88450285697,1.45966729284192,0.28534828912847,5.11538827620145,3.13096226677832e-07,4.99696647128581e-05,Rp_R20_pos_vs_Rp_R10_pos,"KOG0082@1|root,KOG0082@2759|Eukaryota,38C4P@33154|Opisthokonta,3NV23@4751|Fungi,1GVV9@112252|Fungi incertae sedis",G protein alpha subunit,GPA1,"K04630,K04640,K19860","ko04011,ko04015,ko04022,ko04024,ko04062,ko04071,ko04261,ko04360,ko04371,ko04540,ko04611,ko04670,ko04713,ko04723,ko04724,ko04725,ko04726,ko04727,ko04728,ko04730,ko04914,ko04915,ko04916,ko04921,ko04923,ko04924,ko04926,ko04934,ko04971,ko05012,ko05030,ko05032,ko05034,ko05133,ko05142,ko05145,ko05200,map04011,map04015,map04022,map04024,map04062,map04071,map04261,map04360,map04371,map04540,map04611,map04670,map04713,map04723,map04724,map04725,map04726,map04727,map04728,map04730,map04914,map04915,map04916,map04921,map04923,map04924,map04926,map04934,map04971,map05012,map05030,map05032,map05034,map05133,map05142,map05145,map05200",,1.45966729284192,6.5043221663111295
g10914,267.503215147299,0.793464547999999,0.195517083148229,4.05828756865425,4.9433872354549e-05,0.0018587654628524,Rp_R20_pos_vs_Rp_R10_pos,"COG0666@1|root,KOG0504@2759|Eukaryota",protein ubiquitination,-,-,-,COG0666,0.793464547999999,4.305975368168759
g10955,1089.44385337214,0.776653755618291,0.22848283099536,3.39917775105852,0.0006758877481037,0.0108211443651782,Rp_R20_pos_vs_Rp_R10_pos,"2944T@1|root,2RB1S@2759|Eukaryota,3AXH1@33154|Opisthokonta,3Q2GR@4751|Fungi,1GXZT@112252|Fungi incertae sedis",-,-,-,-,,0.776653755618291,3.170125425992048
g10972,1538.14729431716,0.656457291146554,0.128775319345771,5.09769491919426,3.43814324704848e-07,5.27937314200194e-05,Rp_R20_pos_vs_Rp_R10_pos,"2ABQI@1|root,2RYPN@2759|Eukaryota,3AMXP@33154|Opisthokonta,3PF4T@4751|Fungi,1GTYW@112252|Fungi incertae sedis",Mortierella verticillata NRRL 6337,-,-,-,,0.656457291146554,6.463676032795361
g10984,766.502075417885,1.13177156006445,0.240499842253322,4.70591393932118,2.5273112626015e-06,0.0002266640353171,Rp_R20_pos_vs_Rp_R10_pos,"KOG1339@1|root,KOG1339@2759|Eukaryota,38H0T@33154|Opisthokonta,3P617@4751|Fungi,1GVI8@112252|Fungi incertae sedis",Xylanase inhibitor N-terminal,-,-,-,,1.13177156006445,5.597341267258725
g1103,7840.06979983449,0.601209560315484,0.156538137071451,3.84065871463045,0.0001227046081756,0.0034736029373076,Rp_R20_pos_vs_Rp_R10_pos,"COG1631@1|root,KOG3464@2759|Eukaryota,3A3DQ@33154|Opisthokonta,3P3Z6@4751|Fungi,1GX2M@112252|Fungi incertae sedis",Ribosomal protein L44,RPL44,K02929,"ko03010,map03010",COG1631,0.601209560315484,3.9111391270231612
g11050,325.609098676184,0.94479675245824,0.274181829326138,3.44587660962175,0.0005692102007554,0.0096385309599941,Rp_R20_pos_vs_Rp_R10_pos,"2FFFC@1|root,2TGT6@2759|Eukaryota,3AX0Q@33154|Opisthokonta,3Q1TN@4751|Fungi,1GVYN@112252|Fungi incertae sedis","Arrestin (or S-antigen), C-terminal domain",-,-,-,,0.94479675245824,3.2447273255728457
g11130,588.392477490493,0.824130754521981,0.156734130212574,5.25814481762356,1.45515910224788e-07,2.86355532460799e-05,Rp_R20_pos_vs_Rp_R10_pos,"COG5274@1|root,KOG0537@2759|Eukaryota,3A87A@33154|Opisthokonta,3P7A2@4751|Fungi,1GUIR@112252|Fungi incertae sedis",Cytochrome b5-like Heme/Steroid binding domain,-,-,-,COG5274,0.824130754521981,6.837089519770346
g11165,636.629443302009,0.737213676731351,0.254016254129351,2.90223032875662,0.0037051600986035,0.0334818948009786,Rp_R20_pos_vs_Rp_R10_pos,"COG1063@1|root,KOG0024@2759|Eukaryota,38I3Q@33154|Opisthokonta,3NZVH@4751|Fungi,1GV4M@112252|Fungi incertae sedis",Glucose dehydrogenase C-terminus,-,K17818,"ko00040,ko01100,map00040,map01100",COG1063,0.737213676731351,2.43119302157457
g11205,2263.91229069544,0.639129777462626,0.157329234084881,4.06237137795895,4.85767141908203e-05,0.0018473152787342,Rp_R20_pos_vs_Rp_R10_pos,"KOG3499@1|root,KOG3499@2759|Eukaryota,3A8NK@33154|Opisthokonta,3P6UD@4751|Fungi,1GXKA@112252|Fungi incertae sedis",Ribosomal L38e protein family,RPL38,K02923,"ko03010,map03010",,0.639129777462626,4.313571864933459
g11274,289.831420031331,0.858330804101996,0.240842109065655,3.56387347475025,0.0003654221465808,0.0071840363618298,Rp_R20_pos_vs_Rp_R10_pos,"COG0474@1|root,KOG0208@2759|Eukaryota,39Z55@33154|Opisthokonta,3P121@4751|Fungi,1GVX2@112252|Fungi incertae sedis",haloacid dehalogenase-like hydrolase,-,-,-,COG0474,0.858330804101996,3.4372051355648368
g11300,322.270977829465,0.733615346164745,0.114866860424446,6.38665793993112,1.69550309789855e-10,9.28814926792049e-08,Rp_R20_pos_vs_Rp_R10_pos,"KOG3470@1|root,KOG3470@2759|Eukaryota,3A3KE@33154|Opisthokonta,3P6UM@4751|Fungi,1GUS0@112252|Fungi incertae sedis",Tubulin binding cofactor A,-,K17292,-,,0.733615346164745,9.770701412374237
g11309,248.923691514633,0.706394476687355,0.206573591159221,3.41957784982731,0.000627183834693,0.0102934325063907,Rp_R20_pos_vs_Rp_R10_pos,"COG1859@1|root,KOG2278@2759|Eukaryota,39YM3@33154|Opisthokonta,3P117@4751|Fungi,1GXC1@112252|Fungi incertae sedis","RNA 2'-phosphotransferase, Tpt1 / KptA family",TPT1,K10669,-,COG1859,0.706394476687355,3.2026051438728884
g11345,6.78919897264624,3.28914341474286,0.785114827582938,4.18937880063844,2.79719130919001e-05,0.0012627231769704,Rp_R20_pos_vs_Rp_R10_pos,"2E07X@1|root,2S7P8@2759|Eukaryota,3AEFE@33154|Opisthokonta,3PBGG@4751|Fungi,3V4K1@5204|Basidiomycota,2294H@155619|Agaricomycetes,3W7U0@5338|Agaricales",-,-,-,-,,3.28914341474286,4.553277829772813
g11395,570.063607689892,2.2221625656632,0.300074286520214,7.40537482045637,1.30780552803078e-13,1.6567443904785e-10,Rp_R20_pos_vs_Rp_R10_pos,"COG3387@1|root,2QPM2@2759|Eukaryota,38CT8@33154|Opisthokonta,3NVQU@4751|Fungi,1GTDI@112252|Fungi incertae sedis",Glycosyl hydrolases family 15,-,K01178,"ko00500,ko01100,map00500,map01100",COG3387,2.2221625656632,12.883456831227583
g11441,133.825039201564,0.732972247914552,0.157673001684698,4.64868582498538,3.34056585210844e-06,0.0002719274267324,Rp_R20_pos_vs_Rp_R10_pos,"2F9DB@1|root,2TAIT@2759|Eukaryota,395HR@33154|Opisthokonta,3Q2MD@4751|Fungi,1GXTF@112252|Fungi incertae sedis",-,-,-,-,,0.732972247914552,5.476179962639384
g11457,678.382355313626,1.04086932292931,0.214476139769372,4.85307747541786,1.21560173122508e-06,0.0001295550841728,Rp_R20_pos_vs_Rp_R10_pos,"COG1680@1|root,2RY4A@2759|Eukaryota,39JSP@33154|Opisthokonta,3P2KV@4751|Fungi,1GWVE@112252|Fungi incertae sedis",Beta-lactamase,-,-,-,COG1680,1.04086932292931,5.915208690081924
g11477,1650.842560575,1.17038122265091,0.155236479061264,7.53934403645566,4.72341336088957e-14,7.36452810860544e-11,Rp_R20_pos_vs_Rp_R10_pos,"COG2801@1|root,KOG0017@2759|Eukaryota,38F42@33154|Opisthokonta",retrotransposable element Tf2 155 kDa protein type 1-like,-,-,-,COG2801,1.17038122265091,13.325744046272137
g11480,50.6964758691216,1.70174877229663,0.57321321389528,2.96878845610059,0.0029897634298026,0.0291624229829982,Rp_R20_pos_vs_Rp_R10_pos,"28J4G@1|root,2QRGH@2759|Eukaryota,38E3P@33154|Opisthokonta,3NU5P@4751|Fungi,1GSGY@112252|Fungi incertae sedis","Catalyzes the first step of the methylation pathway of phosphatidylcholine biosynthesis, the SAM-dependent methylation of phosphatidylethanolamine (PE) to phosphatidylmonomethylethanolamine (PMME)",CHO2,K16369,"ko00564,ko01100,ko01110,map00564,map01100,map01110",,1.70174877229663,2.5243631746173736
g11484,9.46274627727083,6.64061965694418,1.17801231334825,5.63713942689583,1.72898123264406e-08,4.93587614147357e-06,Rp_R20_pos_vs_Rp_R10_pos,"COG0666@1|root,KOG0511@2759|Eukaryota,39SEX@33154|Opisthokonta,3NUPP@4751|Fungi",btb poz domain-containing protein,-,K06867,-,COG0666,6.64061965694418,7.762209720782387
g11486,10.1857715552576,7.74875044078106,1.07476517353749,7.20971485824828,5.60691622765659e-13,5.68232925091857e-10,Rp_R20_pos_vs_Rp_R10_pos,"COG2940@1|root,KOG4443@2759|Eukaryota,38GDD@33154|Opisthokonta,3P2QW@4751|Fungi,1GVC9@112252|Fungi incertae sedis",F/Y-rich N-terminus,-,-,-,COG2940,7.74875044078106,12.251275932601036
g11491,12.6865273720252,6.13718880610556,1.52189883560288,4.03258657049592,5.51662825151955e-05,0.0019967238933937,Rp_R20_pos_vs_Rp_R10_pos,"COG0239@1|root,2QT5F@2759|Eukaryota,39VE3@33154|Opisthokonta,3NX99@4751|Fungi,1GTRX@112252|Fungi incertae sedis","CrcB-like protein, Camphor Resistance (CrcB)",-,K06199,-,COG0239,6.13718880610556,4.258326280815387
g11492,14.3151865951939,3.26533803212616,0.838045912598456,3.89637128830044,9.76446616408348e-05,0.0029896671401783,Rp_R20_pos_vs_Rp_R10_pos,"COG1247@1|root,2S6VZ@2759|Eukaryota,3A8DA@33154|Opisthokonta,3P75P@4751|Fungi,1GUBM@112252|Fungi incertae sedis",Acetyltransferase (GNAT) domain,-,-,-,COG1247,3.26533803212616,4.01035149516468
g11493,31.3272210216815,4.45017128402383,0.605579113542045,7.3486208234539,2.0026239546171999e-13,2.38771676094918e-10,Rp_R20_pos_vs_Rp_R10_pos,"2E59X@1|root,2SC3X@2759|Eukaryota,39PT0@33154|Opisthokonta,3P8UG@4751|Fungi,1GU12@112252|Fungi incertae sedis",AIG1 family,-,-,-,,4.45017128402383,12.698400593276084
g11495,17.9536895576563,2.4324973734119,0.789111374480388,3.08257801379893,0.0020521593219474,0.0228294277149025,Rp_R20_pos_vs_Rp_R10_pos,"2C6GG@1|root,2S7V6@2759|Eukaryota,3A958@33154|Opisthokonta,3P88S@4751|Fungi,1GUSC@112252|Fungi incertae sedis",Pleckstrin homology domain.,-,-,-,,2.4324973734119,2.6877889252577827
g11496,25.7423704241234,2.76955185340195,0.701708933185441,3.94686703050713,7.91805020436963e-05,0.0025719705062879,Rp_R20_pos_vs_Rp_R10_pos,"COG0681@1|root,KOG3342@2759|Eukaryota,38Y2A@33154|Opisthokonta,3P0U2@4751|Fungi,1GU1B@112252|Fungi incertae sedis",Peptidase S24-like,SEC11,K13280,"ko03060,map03060",COG0681,2.76955185340195,4.1013817489324405
g11497,17.747391284967,2.7379559601444,0.918841792363502,2.97979040885989,0.002884456685529,0.0284394301405021,Rp_R20_pos_vs_Rp_R10_pos,"2E7D7@1|root,2SDZQ@2759|Eukaryota,3ACT1@33154|Opisthokonta,3Q1Z4@4751|Fungi,1GWJC@112252|Fungi incertae sedis",Domain of unknown function (DUF4499),-,-,-,,2.7379559601444,2.5399359782440536
g11499,54.8397907807584,3.55386719502809,0.587096646738047,6.05329159138218,1.4191564135517901e-09,6.02326033306553e-07,Rp_R20_pos_vs_Rp_R10_pos,"KOG1933@1|root,KOG3780@1|root,KOG1933@2759|Eukaryota,KOG3780@2759|Eukaryota,39VG3@33154|Opisthokonta,3NZA3@4751|Fungi,1GWFY@112252|Fungi incertae sedis","Arrestin (or S-antigen), C-terminal domain",creD,K20062,-,,3.55386719502809,8.84796973576251
g11500,108.413836622141,4.11437868511425,0.754510369994698,5.45304458193618,4.95146490408877e-08,1.19477669215447e-05,Rp_R20_pos_vs_Rp_R10_pos,"KOG3780@1|root,KOG3780@2759|Eukaryota,39VG3@33154|Opisthokonta,3NZA3@4751|Fungi,1GWFY@112252|Fungi incertae sedis","Arrestin (or S-antigen), C-terminal domain",creD,K20062,-,,4.11437868511425,7.30526629487607
g11501,102.877711316877,4.10127426426934,0.896339640826927,4.57558059184537,4.74901101836939e-06,0.000356122530043,Rp_R20_pos_vs_Rp_R10_pos,"KOG0647@1|root,KOG0647@2759|Eukaryota,38DJV@33154|Opisthokonta,3NU7G@4751|Fungi,1GV28@112252|Fungi incertae sedis","WD domain, G-beta repeat",GLE2,K14298,"ko03013,ko05164,map03013,map05164",,4.10127426426934,5.323396822792908
g11502,360.446384436735,2.86770140426686,0.559560065830264,5.12492148633199,2.97661758659718e-07,4.79294752971826e-05,Rp_R20_pos_vs_Rp_R10_pos,"COG5020@1|root,KOG4472@2759|Eukaryota,3AGH2@33154|Opisthokonta,3PBG1@4751|Fungi,1GVWS@112252|Fungi incertae sedis",Glycolipid 2-alpha-mannosyltransferase,-,-,-,COG5020,2.86770140426686,6.5262769566527545
g11504,38.7587958544956,3.02687975725362,0.671327499953531,4.50879750563345,6.51960978282961e-06,0.0004505703504041,Rp_R20_pos_vs_Rp_R10_pos,"COG5147@1|root,KOG0048@2759|Eukaryota",RNA polymerase II transcription regulator recruiting activity,-,-,-,COG5147,3.02687975725362,5.185778397248962
g11505,380.51905826455,3.06143188865051,0.622101027414042,4.92111691468556,8.60517032560085e-07,9.85413544235049e-05,Rp_R20_pos_vs_Rp_R10_pos,"COG2233@1|root,2QQD4@2759|Eukaryota,39J71@33154|Opisthokonta,3NWNX@4751|Fungi",permease,-,K03458,-,COG2233,3.06143188865051,6.065240529085811
g11506,7.94660618466632,3.65636033323501,0.78372507358914,4.66536092368511,3.08075807678097e-06,0.0002528092528675,Rp_R20_pos_vs_Rp_R10_pos,"2C103@1|root,2RNPV@2759|Eukaryota,38SDI@33154|Opisthokonta,3PU4R@4751|Fungi,3RDG4@4890|Ascomycota,21J9G@147550|Sordariomycetes,3TPXH@5125|Hypocreales,3U2FD@5129|Hypocreaceae",-,-,-,-,,3.65636033323501,5.511342404261517
g11507,19.8435864795597,3.88692353974504,0.601376290929265,6.46338008061284,1.023896828841e-10,5.99625505810271e-08,Rp_R20_pos_vs_Rp_R10_pos,-,-,-,-,-,-,3.88692353974504,9.989743802073471
g11508,20.2499867914778,1.66258899291764,0.516856538404414,3.21673205112237,0.001296596315426,0.0168790691826399,Rp_R20_pos_vs_Rp_R10_pos,"2C60A@1|root,2TAN0@2759|Eukaryota,395MY@33154|Opisthokonta,3Q2RF@4751|Fungi,1GXYJ@112252|Fungi incertae sedis",-,-,-,-,,1.66258899291764,2.887195216878133
g11509,231.584171824411,2.04335934499674,0.441545508755212,4.62774347033288,3.69671518494186e-06,0.0002915514400139,Rp_R20_pos_vs_Rp_R10_pos,"2BPZ3@1|root,2TA11@2759|Eukaryota,394VC@33154|Opisthokonta,3Q1YB@4751|Fungi,1GWVG@112252|Fungi incertae sedis",-,-,-,-,,2.04335934499674,5.432184008548615
g11536,482.253637542456,0.77912032091538,0.169793050455137,4.58864670154002,4.46128734978197e-06,0.0003399467417019,Rp_R20_pos_vs_Rp_R10_pos,"KOG3206@1|root,KOG3206@2759|Eukaryota,38DNA@33154|Opisthokonta,3NXIM@4751|Fungi,1GTDU@112252|Fungi incertae sedis",CAP_GLY,-,K17262,-,,0.77912032091538,5.350539803118926
g11601,284.00216099,0.704243648867992,0.205958580699574,3.4193459989669,0.0006277185306849,0.0102938728951882,Rp_R20_pos_vs_Rp_R10_pos,"2E0J9@1|root,2S7ZI@2759|Eukaryota,3A8FR@33154|Opisthokonta,3P6XY@4751|Fungi,1GWWA@112252|Fungi incertae sedis",basic region leucin zipper,-,-,-,,0.704243648867992,3.2022350504867614
g11614,222.274627594474,2.83318645485133,0.593813418189284,4.77117284329911,1.83156282673555e-06,0.000178480514111,Rp_R20_pos_vs_Rp_R10_pos,"KOG1911@1|root,KOG1911@2759|Eukaryota,3AXIN@33154|Opisthokonta,3Q2JK@4751|Fungi,1GXR4@112252|Fungi incertae sedis",Chromo shadow domain,-,-,-,,2.83318645485133,5.737178179463762
g11616,676.517420986812,1.54685158334155,0.208623448904402,7.41456241599364,1.22027030583213e-13,1.6489105885941001e-10,Rp_R20_pos_vs_Rp_R10_pos,"2AWAH@1|root,2RZY9@2759|Eukaryota,3A1V6@33154|Opisthokonta,3P30K@4751|Fungi,1GTQ4@112252|Fungi incertae sedis",-,-,-,-,,1.54685158334155,12.913543956760996
