Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,contrast,COG,Description,Name,KO,KEGG_Pathway,COG_root,abs_log2FoldChange,-log10(pvalue)
g10193,1207.1030155786,0.855548823502149,0.173798186841989,4.92265678398581,8.5377113896172e-07,4.7112842773321e-05,Rp_R10_pos_vs_pIND,"2F914@1|root,2RAWS@2759|Eukaryota,3AXB9@33154|Opisthokonta,3Q28S@4751|Fungi,1GX77@112252|Fungi incertae sedis",-,-,-,-,,0.855548823502149,6.068658530255331
g10215,1665.11169149142,-0.635722684631942,0.18503229554438,-3.43573905712834,0.0005909398502537,0.0068374282351139,Rp_R10_pos_vs_pIND,"COG0484@1|root,KOG0712@2759|Eukaryota,38CPQ@33154|Opisthokonta,3NW8I@4751|Fungi,1GT0X@112252|Fungi incertae sedis",DnaJ central domain,YDJ1,K09503,"ko04141,map04141",COG0484,0.635722684631942,3.2284567222191356
g10219,1281.46861671165,-0.646711675959912,0.189675238017008,-3.40957355699706,0.0006506452939791,0.0073552002731171,Rp_R10_pos_vs_pIND,"2C0JP@1|root,2SAMB@2759|Eukaryota,3AA4Z@33154|Opisthokonta,3P7X3@4751|Fungi",Expressed protein,-,-,-,,0.646711675959912,3.186655707054034
g10222,28.8072897668498,0.847244231647129,0.267949987153031,3.16194914076728,0.0015671693301181,0.0138566356423472,Rp_R10_pos_vs_pIND,-,-,-,-,-,-,0.847244231647129,2.804884076177948
g1023,42.6435923575896,1.60519134453714,0.303271617940811,5.29291648007241,1.20380907625765e-07,1.06176947254675e-05,Rp_R10_pos_vs_pIND,"KOG1075@1|root,KOG1075@2759|Eukaryota,3ADGB@33154|Opisthokonta,3PE4J@4751|Fungi,1GW87@112252|Fungi incertae sedis",Reverse transcriptase (RNA-dependent DNA polymerase),-,-,-,,1.60519134453714,6.919442386585449
g10262,4.26499195997875,-2.75485686702047,0.932660005505222,-2.95376326931502,0.0031392471586087,0.0235399784322019,Rp_R10_pos_vs_pIND,-,-,-,-,-,-,2.75485686702047,2.5031744901635187
g10271,48.9570099780477,-0.640968273376208,0.191984545289788,-3.33864516234215,0.0008418802995167,0.0088467314091313,Rp_R10_pos_vs_pIND,-,-,-,-,-,-,0.640968273376208,3.074749653102364
g10281,78.4398201620201,1.44856191274585,0.290178099711674,4.99197532200111,5.97648927473511e-07,3.52439142828385e-05,Rp_R10_pos_vs_pIND,"COG0659@1|root,KOG0236@2759|Eukaryota,38EAT@33154|Opisthokonta,3NW17@4751|Fungi,1GRWT@112252|Fungi incertae sedis",Sulfate permease family,-,-,-,COG0659,1.44856191274585,6.223553855533442
g10286,505.892400427893,0.82978962573783,0.185798100284082,4.46608240056866,7.96649365560516e-06,0.0002662219098793,Rp_R10_pos_vs_pIND,"COG4992@1|root,KOG1401@2759|Eukaryota,39JJC@33154|Opisthokonta,3NVGI@4751|Fungi,1GWCT@112252|Fungi incertae sedis",Aminotransferase class-III,-,K00823,"ko00250,ko00410,ko00640,ko00650,ko01100,ko01120,map00250,map00410,map00640,map00650,map01100,map01120",COG4992,0.82978962573783,5.098732785390589
g10298,59.5897779799372,1.21897168362391,0.412994846253313,2.95154211894509,0.0031619141964824,0.0236112267253637,Rp_R10_pos_vs_pIND,"KOG0252@1|root,KOG0252@2759|Eukaryota,38H3A@33154|Opisthokonta,3NTWV@4751|Fungi,1GS8D@112252|Fungi incertae sedis",Sugar (and other) transporter,-,-,-,,1.21897168362391,2.5000499195081187
g10300,13.0788388268352,0.98549187473284,0.358564450393341,2.74843720188035,0.0059880104271192,0.0373530354788501,Rp_R10_pos_vs_pIND,"2CDWM@1|root,2RAT7@2759|Eukaryota,3AX7J@33154|Opisthokonta,3Q22M@4751|Fungi,1GWWF@112252|Fungi incertae sedis",-,-,-,-,,0.98549187473284,2.2227174520770836
g10301,219.331658504378,1.05562313681758,0.236072019458103,4.47161480314666,7.76311660076519e-06,0.0002606396760765,Rp_R10_pos_vs_pIND,"2ETXX@1|root,2SW6D@2759|Eukaryota,3AUKF@33154|Opisthokonta,3PHJB@4751|Fungi",-,-,-,-,,1.05562313681758,5.109963890754191
g10326,992.177945305713,0.886279258375626,0.216135550326381,4.10057141010481,4.12131232052044e-05,0.0009059730587325,Rp_R10_pos_vs_pIND,-,-,-,-,-,-,0.886279258375626,4.3849644726049934
g10328,14.4680130837851,1.92696618883802,0.532670595821031,3.61755689905858,0.0002973969656639,0.0041029064233271,Rp_R10_pos_vs_pIND,-,-,-,-,-,-,1.92696618883802,3.526663466890551
g10341,98.7074188129969,1.34695117650264,0.301932022535101,4.46110738832297,8.153721606277e-06,0.0002703794186266,Rp_R10_pos_vs_pIND,"2AN22@1|root,2RZDB@2759|Eukaryota,3A9V7@33154|Opisthokonta,3P895@4751|Fungi,1GX8J@112252|Fungi incertae sedis",-,-,-,-,,1.34695117650264,5.088644120811469
g10360,3768.1459683211,-0.607438648442743,0.141834863834073,-4.28271746468036,1.84624544396404e-05,0.0004985325997434,Rp_R10_pos_vs_pIND,"COG0508@1|root,KOG0559@2759|Eukaryota,38GEX@33154|Opisthokonta,3NX9F@4751|Fungi,1GS7N@112252|Fungi incertae sedis",Mortierella verticillata NRRL 6337 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase),-,K00658,"ko00020,ko00310,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00310,map01100,map01110,map01120,map01130,map01200",COG0508,0.607438648442743,4.733710563400356
g10361,31.0813942517352,0.820171644531389,0.298875942509009,2.74418756373028,0.0060660867491125,0.0375354378745403,Rp_R10_pos_vs_pIND,-,-,-,-,-,-,0.820171644531389,2.217091383278326
g10363,2362.25300751882,-0.818228050412388,0.240712032976634,-3.3991987865925,0.0006758357640722,0.0075714010820401,Rp_R10_pos_vs_pIND,"COG5069@1|root,KOG0046@2759|Eukaryota,38BRY@33154|Opisthokonta,3NW26@4751|Fungi,1GT4X@112252|Fungi incertae sedis",Calponin homology domain,fim1,K17275,-,COG5069,0.818228050412388,3.1701588298321606
g10374,1181.10098040237,1.20792325935136,0.247147074212118,4.88746736412766,1.02141420522456e-06,5.49546377765942e-05,Rp_R10_pos_vs_pIND,"2DKYR@1|root,2S63V@2759|Eukaryota,3A7H5@33154|Opisthokonta,3P555@4751|Fungi",Spizellomyces punctatus DAOM BR117,-,-,-,,1.20792325935136,5.990798106527726
g10389,342.465985180856,-0.720497589820958,0.175224070202005,-4.11186424896044,3.92477059465487e-05,0.0008752848494048,Rp_R10_pos_vs_pIND,"2AHMD@1|root,2RZ2P@2759|Eukaryota,3A2WV@33154|Opisthokonta,3P3A6@4751|Fungi",-,-,-,-,,0.720497589820958,4.406185722966412
g1039,796.095558623931,1.05212287112166,0.186068733008658,5.65448506102688,1.56314192247167e-08,2.06382682904986e-06,Rp_R10_pos_vs_pIND,"KOG1953@1|root,KOG1953@2759|Eukaryota,38DAT@33154|Opisthokonta,3NUM4@4751|Fungi,1GS1V@112252|Fungi incertae sedis","Transport protein Trs120 or TRAPPC9, TRAPP II complex subunit",TRS120,K20306,-,,1.05212287112166,7.806001589256468
g10400,107.513948429475,1.43094474697583,0.444902967008892,3.21630749418498,0.001298516180901,0.0122984892096236,Rp_R10_pos_vs_pIND,"COG1028@1|root,KOG0725@2759|Eukaryota,38FP8@33154|Opisthokonta,3NVM2@4751|Fungi,1GU91@112252|Fungi incertae sedis",KR domain,-,-,-,COG1028,1.43094474697583,2.886552634227029
g10413,139.903286592225,-0.627002397936239,0.173156100053035,-3.6210240225103,0.0002934392637166,0.0040752034361262,Rp_R10_pos_vs_pIND,"2F9C9@1|root,2TAHP@2759|Eukaryota,395G8@33154|Opisthokonta,3Q2JW@4751|Fungi,1GXRG@112252|Fungi incertae sedis",-,-,-,-,,0.627002397936239,3.532481775719107
g10416,7377.59987407343,-1.24662528042809,0.345167690463344,-3.61165113326409,0.0003042536877015,0.0041706010274045,Rp_R10_pos_vs_pIND,"COG1028@1|root,KOG0725@2759|Eukaryota,39V6R@33154|Opisthokonta,3P0K4@4751|Fungi,1GVA5@112252|Fungi incertae sedis",KR domain,-,K17742,"ko00051,map00051",COG1028,1.24662528042809,3.5167641492073254
g10418,383.028605546003,0.611453369168482,0.113067694574048,5.40785209667507,6.378506309543e-08,6.29687313246215e-06,Rp_R10_pos_vs_pIND,"KOG1167@1|root,KOG1167@2759|Eukaryota,38HJI@33154|Opisthokonta,3NVAD@4751|Fungi",CDC7 protein kinase,CDC7,K02214,"ko04110,ko04111,ko04113,map04110,map04111,map04113",,0.611453369168482,7.195281010537811
g1042,75.4753897008688,-0.91565082038962,0.284521059990071,-3.21821808347534,0.0012898970250925,0.0122290193290823,Rp_R10_pos_vs_pIND,-,-,-,-,-,-,0.91565082038962,2.8894449588628848
g10421,20.0394721378144,1.83109992178509,0.560181828692457,3.2687599418552,0.0010801990525646,0.0106539705821463,Rp_R10_pos_vs_pIND,"COG5019@1|root,KOG2655@2759|Eukaryota,3AWDX@33154|Opisthokonta,3Q188@4751|Fungi,1GVVA@112252|Fungi incertae sedis",Septin,-,-,-,COG5019,1.83109992178509,2.966496207971458
g10429,300.899566841476,-1.00417725644022,0.363946165263065,-2.7591367962742,0.0057954269428279,0.0364901647854303,Rp_R10_pos_vs_pIND,"KOG1325@1|root,KOG1325@2759|Eukaryota,38CVD@33154|Opisthokonta,3NU1G@4751|Fungi,1GV08@112252|Fungi incertae sedis","Cytoplasmic phospholipase A2, catalytic subunit",-,K16342,"ko00564,ko00565,ko00590,ko00591,ko00592,ko01100,ko01110,ko04010,ko04014,ko04072,ko04217,ko04270,ko04370,ko04611,ko04664,ko04724,ko04726,ko04730,ko04750,ko04912,ko04913,ko04921,ko05231,map00564,map00565,map00590,map00591,map00592,map01100,map01110,map04010,map04014,map04072,map04217,map04270,map04370,map04611,map04664,map04724,map04726,map04730,map04750,map04912,map04913,map04921,map05231",,1.00417725644022,2.2369145645175945
g1043,13.8936413281362,1.81575625988856,0.38455653517059,4.7216887344876,2.33894446491989e-06,0.0001063572240349,Rp_R10_pos_vs_pIND,"2CZWY@1|root,2SBZF@2759|Eukaryota,3AX84@33154|Opisthokonta,3Q23N@4751|Fungi,1GWYG@112252|Fungi incertae sedis",function. Source PGD,-,-,-,,1.81575625988856,5.630980089804859
g10430,20.631834661481,-3.43624714146107,0.434043682111315,-7.9168233131425,2.43655607488554e-15,3.0845366639771598e-12,Rp_R10_pos_vs_pIND,"2941H@1|root,2RAUT@2759|Eukaryota,3AX97@33154|Opisthokonta,3Q25F@4751|Fungi,1GX1Z@112252|Fungi incertae sedis",-,-,-,-,,3.43624714146107,14.613223589317313
g10444,2812.06149366225,-0.611182177683152,0.191574815705253,-3.1903054450721,0.0014212249698432,0.0130247311003086,Rp_R10_pos_vs_pIND,"293MM@1|root,2RAIE@2759|Eukaryota,3AWY3@33154|Opisthokonta,3Q1QI@4751|Fungi,1GVJP@112252|Fungi incertae sedis",Diaphanous GTPase-binding Domain,-,-,-,,0.611182177683152,2.8473371708915103
g10451,125.156689008048,-1.0127421750798,0.289619955464001,-3.49679694362662,0.0004708801063212,0.00578413856629,Rp_R10_pos_vs_pIND,"2CMEZ@1|root,2QQ6D@2759|Eukaryota,3A472@33154|Opisthokonta,3PGWG@4751|Fungi,1GVXY@112252|Fungi incertae sedis",Thaumatin family,-,-,-,,1.0127421750798,3.327089657184013
g10452,541.586530709258,-0.719092214019723,0.159912620746589,-4.49678212177672,6.89896192654308e-06,0.0002394718703566,Rp_R10_pos_vs_pIND,"COG0655@1|root,KOG3135@2759|Eukaryota,38HWI@33154|Opisthokonta,3NU10@4751|Fungi,1GWRK@112252|Fungi incertae sedis",Flavodoxin-like fold,-,K03809,"ko00130,ko01110,map00130,map01110",COG0655,0.719092214019723,5.161216251797553
g10473,1805.75201737278,-0.815077261105695,0.277783504655623,-2.9342176459188,0.0033438963910128,0.0246199090766293,Rp_R10_pos_vs_pIND,"COG2202@1|root,2QU3S@2759|Eukaryota,3978Y@33154|Opisthokonta,3NW67@4751|Fungi,1GWNQ@112252|Fungi incertae sedis",Motif C-terminal to PAS motifs (likely to contribute to PAS structural domain),-,K14858,-,COG2202,0.815077261105695,2.4757471874257577
g10485,938.744854678748,-0.668147765967867,0.213497239967029,-3.12953819014733,0.0017508131240817,0.0151504822048103,Rp_R10_pos_vs_pIND,"COG0661@1|root,KOG1235@2759|Eukaryota,38HCG@33154|Opisthokonta,3NWUW@4751|Fungi,1GS72@112252|Fungi incertae sedis",ABC1 family,-,K08869,-,COG0661,0.668147765967867,2.756760206578629
g10486,1253.26624755793,-0.642245984220729,0.198704558954149,-3.23216531921105,0.0012285595676941,0.011730182101307,Rp_R10_pos_vs_pIND,"28IEC@1|root,2QQR2@2759|Eukaryota,39TJ0@33154|Opisthokonta,3P0YE@4751|Fungi,1GTR7@112252|Fungi incertae sedis",-,-,-,-,,0.642245984220729,2.910603781557791
g10500,16.9782490420188,1.64115953999692,0.590566146455212,2.77895973185687,0.005453328487898,0.0350645600203331,Rp_R10_pos_vs_pIND,"2F9FX@1|root,2TAMF@2759|Eukaryota,395M3@33154|Opisthokonta,3Q2QJ@4751|Fungi,1GXXJ@112252|Fungi incertae sedis",-,-,-,-,,1.64115953999692,2.2633383412670165
g10506,796.170771371477,-0.88809872055722,0.173703152676968,-5.11273806416629,3.17522443205998e-07,2.21145647256838e-05,Rp_R10_pos_vs_pIND,"28JGC@1|root,2QRVH@2759|Eukaryota,38T07@33154|Opisthokonta,3NWFG@4751|Fungi,1GSKJ@112252|Fungi incertae sedis",Chitin synthase III catalytic subunit,CHS7,-,-,,0.88809872055722,6.498225572368716
g10509,2791.57766401733,-0.882408134119677,0.182084602580363,-4.84614361464323,1.25884406072326e-06,6.51239976702532e-05,Rp_R10_pos_vs_pIND,"COG2124@1|root,KOG0157@2759|Eukaryota,38BG9@33154|Opisthokonta,3NXAM@4751|Fungi,1GT8J@112252|Fungi incertae sedis",Cytochrome P450,-,-,-,COG2124,0.882408134119677,5.900028064778439
g10512,662.500076923232,0.612320541774871,0.15268553560282,4.01033758277993,6.06319963380914e-05,0.0012149545560447,Rp_R10_pos_vs_pIND,"COG5147@1|root,KOG0048@2759|Eukaryota,394QG@33154|Opisthokonta,3Q1TD@4751|Fungi,1GVX9@112252|Fungi incertae sedis",Myb-like DNA-binding domain,-,-,-,COG5147,0.612320541774871,4.217298132171701
g10516,1609.56973041795,0.707446080392714,0.241969792338847,2.9236958611843,0.0034590253517703,0.0252259181956791,Rp_R10_pos_vs_pIND,"KOG0598@1|root,KOG0598@2759|Eukaryota,39TUW@33154|Opisthokonta,3NX4Y@4751|Fungi,1GT7H@112252|Fungi incertae sedis",Protein kinase C terminal domain,-,K13303,"ko04068,ko04151,map04068,map04151",,0.707446080392714,2.4610462549577115
g10530,411.349004706643,1.20597184326741,0.298139192112976,4.0449960125015,5.23240147066071e-05,0.0010838953621388,Rp_R10_pos_vs_pIND,"COG2273@1|root,2QVQI@2759|Eukaryota,38GRK@33154|Opisthokonta,3NUVW@4751|Fungi",Cell wall,UTR2,-,-,COG2273,1.20597184326741,4.281298940944602
g10531,41.6706315538799,2.56668080098273,0.829336249499813,3.09486146605883,0.0019690484260014,0.0166768560314748,Rp_R10_pos_vs_pIND,"2E512@1|root,2T9XS@2759|Eukaryota,394QY@33154|Opisthokonta,3Q1TI@4751|Fungi,1GVY7@112252|Fungi incertae sedis",-,-,-,-,,2.56668080098273,2.7057436028631154
g10542,692.355345082763,-0.607627275458314,0.144846978277421,-4.19495996868187,2.72919784196947e-05,0.0006621766263475,Rp_R10_pos_vs_pIND,"2CWK8@1|root,2RUS1@2759|Eukaryota,3AXP0@33154|Opisthokonta,3Q1G7@4751|Fungi,1GURB@112252|Fungi incertae sedis",Stress responsive A/B Barrel Domain,-,-,-,,0.607627275458314,4.563964980797203
g10551,126.790833158097,0.706692458802811,0.213262166926617,3.31372633499491,0.0009206156389647,0.009448317396479,Rp_R10_pos_vs_pIND,"COG0323@1|root,KOG1977@2759|Eukaryota,397QP@33154|Opisthokonta,3Q1XG@4751|Fungi,1GWDE@112252|Fungi incertae sedis",mismatched DNA binding,-,-,-,COG0323,0.706692458802811,3.035921651798787
g10560,8.23729281216032,1.19184814523203,0.37970549522485,3.13887515514164,0.0016959768728003,0.0147530793369184,Rp_R10_pos_vs_pIND,"2F8ZR@1|root,2TA4S@2759|Eukaryota,39505@33154|Opisthokonta,3Q23M@4751|Fungi,1GWYE@112252|Fungi incertae sedis",-,-,-,-,,1.19184814523203,2.770580074298464
g10596,1.4448138185985,3.77974161116582,1.31302183835461,2.8786586031976,0.0039937040742494,0.0280145063174454,Rp_R10_pos_vs_pIND,"COG2801@1|root,KOG0017@2759|Eukaryota,38F42@33154|Opisthokonta,3NVKU@4751|Fungi,1GXGQ@112252|Fungi incertae sedis",retrotransposable element tf2 155 kda protein type 1-like,-,-,-,COG2801,3.77974161116582,2.3986241186545807
g10601,29.4871358319391,3.83143044692787,1.17664470248092,3.2562339666761,0.0011290067622728,0.0110292122246367,Rp_R10_pos_vs_pIND,"KOG1075@1|root,KOG1075@2759|Eukaryota",Ribonuclease H protein,-,-,-,,3.83143044692787,2.947303456827054
g10612,24.3376584537868,1.05222998592249,0.31029752593262,3.39103569311402,0.0006962903236022,0.0077133214425932,Rp_R10_pos_vs_pIND,"28N8N@1|root,2QUTZ@2759|Eukaryota",-,-,-,-,,1.05222998592249,3.1572096402048158
g10618,8.31705029815966,1.21039771978316,0.454362625854694,2.66394648438855,0.0077229847837451,0.0445712940549689,Rp_R10_pos_vs_pIND,"28N8N@1|root,2QUTZ@2759|Eukaryota,39XUZ@33154|Opisthokonta,3PDMC@4751|Fungi,1GXH4@112252|Fungi incertae sedis",-,-,-,-,,1.21039771978316,2.11221482083197
g1063,7726.41892486225,0.842156688886691,0.203368824558902,4.14103140298564,3.45747616351504e-05,0.0007914342672286,Rp_R10_pos_vs_pIND,"COG5025@1|root,KOG2294@2759|Eukaryota,38B51@33154|Opisthokonta,3Q37I@4751|Fungi,1GWVF@112252|Fungi incertae sedis",FORKHEAD,-,"K09397,K09403,K09413",-,COG5025,0.842156688886691,4.461240805315418
g10632,13.6789873832559,-3.80064924930401,0.582859685360339,-6.52069330709389,6.99831501398572e-11,2.35329277212479e-08,Rp_R10_pos_vs_pIND,"COG2801@1|root,KOG0017@2759|Eukaryota,3AFVE@33154|Opisthokonta,3PCPI@4751|Fungi,1GXN4@112252|Fungi incertae sedis",Integrase core domain,-,-,-,COG2801,3.80064924930401,10.155006512588095
g10703,9.7908986461053,1.11490918375441,0.362371981820199,3.07669808839582,0.0020930717941614,0.0174796267295884,Rp_R10_pos_vs_pIND,-,-,-,-,-,-,1.11490918375441,2.6792158747318457
g10704,191.197976378878,1.08932381332001,0.165534728694046,6.58063611131038,4.68439773813221e-11,1.65267088069415e-08,Rp_R10_pos_vs_pIND,"COG1215@1|root,COG5022@1|root,KOG2571@2759|Eukaryota,KOG4229@2759|Eukaryota,38H3K@33154|Opisthokonta,3NU7V@4751|Fungi,1GVIZ@112252|Fungi incertae sedis|2F4XJ@1|root,2T5XT@2759|Eukaryota,39IQP@33154|Opisthokonta,3Q2NR@4751|Fungi,1GXVF@112252|Fungi incertae sedis",Myosin. Large ATPases.,-,K00698,"ko00520,map00520","COG1215,COG5022|",1.08932381332001,10.329346237395015
g10727,1210.05118169771,-0.891180939683893,0.217374023349132,-4.0997582229618,4.13581980632933e-05,0.0009082344699185,Rp_R10_pos_vs_pIND,"KOG3329@1|root,KOG3329@2759|Eukaryota,39WSG@33154|Opisthokonta,3NXUZ@4751|Fungi,3QQFA@4890|Ascomycota,2025B@147541|Dothideomycetes,4KFT6@92860|Pleosporales",Ran-interacting Mog1 protein,-,-,-,,0.891180939683893,4.383438391292647
g10728,7223.31613831199,-0.724091599674738,0.164762999582079,-4.39474640247745,1.10902145198476e-05,0.0003399893257573,Rp_R10_pos_vs_pIND,"COG0334@1|root,KOG2250@2759|Eukaryota,390UX@33154|Opisthokonta,3NVNH@4751|Fungi,1GVDJ@112252|Fungi incertae sedis",NAD( )-dependent glutamate dehydrogenase which degrades glutamate to ammonia and alpha-ketoglutarate,GDH2,K15371,"ko00220,ko00250,ko00430,ko00910,ko01100,map00220,map00250,map00430,map00910,map01100",COG0334,0.724091599674738,4.955060053139838
g10731,273.182405682009,0.627862229212548,0.142653169827541,4.40131985830806,1.075943759088e-05,0.0003331710163932,Rp_R10_pos_vs_pIND,"2F9C5@1|root,2RW84@2759|Eukaryota,39IUN@33154|Opisthokonta,3Q1QM@4751|Fungi,1GVJZ@112252|Fungi incertae sedis",-,-,-,-,,0.627862229212548,4.968210429186445
g10739,276.272142996998,-0.802707961247875,0.229486795171703,-3.49783943188228,0.0004690434300005,0.0057714600669189,Rp_R10_pos_vs_pIND,"28P9Y@1|root,2RX6S@2759|Eukaryota,38WIJ@33154|Opisthokonta,3Q1WA@4751|Fungi,1GWA9@112252|Fungi incertae sedis",Etoposide-induced protein 2.4 (EI24),-,-,-,,0.802707961247875,3.328786942921751
g10745,84.563632502939,2.27729741486398,0.468535370170652,4.86045997772704,1.17113319376806e-06,6.13234974770863e-05,Rp_R10_pos_vs_pIND,"KOG1947@1|root,KOG1947@2759|Eukaryota,39E2Q@33154|Opisthokonta,3P088@4751|Fungi,1GW53@112252|Fungi incertae sedis","Leucine-rich repeats, outliers",AMN1,K15081,-,,2.27729741486398,5.931393709514337
g10748,10733.7811255552,-1.05364496329459,0.210537967295128,-5.00453660131338,5.59965720645749e-07,3.35308759795903e-05,Rp_R10_pos_vs_pIND,"COG0407@1|root,KOG2872@2759|Eukaryota,38DMD@33154|Opisthokonta,3NWZ0@4751|Fungi,1GSWQ@112252|Fungi incertae sedis",Uroporphyrinogen decarboxylase (URO-D),HEM12,K01599,"ko00860,ko01100,ko01110,map00860,map01100,map01110",COG0407,1.05364496329459,6.251838558333199
g10756,156.595738932418,-1.07364761562858,0.1987363599031,-5.40237134338213,6.57656252487661e-08,6.37541450891305e-06,Rp_R10_pos_vs_pIND,"293W9@1|root,2RAT5@2759|Eukaryota,3AX7H@33154|Opisthokonta,3Q22I@4751|Fungi,1GWW6@112252|Fungi incertae sedis",Putative transposase DNA-binding domain,-,-,-,,1.07364761562858,7.182001046593095
g10775,37.8259075948362,2.70386468130191,0.801392949012322,3.37395616549196,0.0007409616579434,0.0080904291428719,Rp_R10_pos_vs_pIND,"COG1472@1|root,2QR4D@2759|Eukaryota,38FS1@33154|Opisthokonta,3NVBN@4751|Fungi,1GW3Y@112252|Fungi incertae sedis",Fibronectin type III-like domain,-,K05349,"ko00460,ko00500,ko00940,ko01100,ko01110,map00460,map00500,map00940,map01100,map01110",COG1472,2.70386468130191,3.130204264590756
g10779,11.9585877919935,1.32597762947655,0.350821838352142,3.77963252146686,0.0001570599846329,0.0024926902133372,Rp_R10_pos_vs_pIND,"2CRUN@1|root,2R97I@2759|Eukaryota,395NK@33154|Opisthokonta,3Q2S4@4751|Fungi,1GXZC@112252|Fungi incertae sedis",-,-,-,-,,1.32597762947655,3.803934449376037
g1079,123.456517171606,1.40973667642217,0.43600634611606,3.23329393936599,0.0012237158149307,0.0116995060209351,Rp_R10_pos_vs_pIND,"KOG0254@1|root,KOG0254@2759|Eukaryota,38BKC@33154|Opisthokonta,3NVJ9@4751|Fungi,1GSZZ@112252|Fungi incertae sedis",Sugar (and other) transporter,HGT1,-,-,,1.40973667642217,2.912319427237287
g10791,4.47100244246489,4.32384107381108,0.720482338065995,6.001314460279,1.9572651037271e-09,3.69796582336101e-07,Rp_R10_pos_vs_pIND,"2E575@1|root,2RAF2@2759|Eukaryota,3AWUI@33154|Opisthokonta,3Q1KJ@4751|Fungi,1GV2W@112252|Fungi incertae sedis",-,-,-,-,,4.32384107381108,8.708350346908018
